Source;Target;Weight
Marschke, Benjamin;Pečar, Andreas;13
Marschke, Benjamin;Tricoire, Damien;13
Antoine-Mahut, Delphine;Torero-Ibad, Alexandra;13
Bourquin, Laurent;Chaline, Olivier;13
Figeac, Michel;Wrede, Martin;13
Pečar, Andreas;Tricoire, Damien;13
Fayet, Jean-François;Porret, Michel;13
Masseau, Didier;Poulouin, Claudine;13
Cohen, Margaret;Dever, Carolyn;13
Genton, François;Nicklas, Thomas;13
Lecointre, Guillaume;Pépin, François;12
Kremer, Nathalie;Sermain, Jean-Paul;12
Dubeau, Catherine;Gendron, Pierre-Marc;12
Lochert, Véronique;Schweitzer, Zoé;12
Bréban, Laurie;Sultan-Villet, Élise;12
Cloutier, Annie;Gendron, Pierre-Marc;12
Saint-Martin, Armelle;Viselli, Sante A.;12
Cappelletti, Mireille Revol;Moretti, Monique Streiff;12
Blaise, Anne-Marie Miller;Fennetaux, Ariane;12
Cloutier, Annie;Dubeau, Catherine;12
Karp, Sergueï;Wolff, Larry;12
Martin, Christophe;Rosellini, Michèle;12
Leca-Tsiomis, Marie;Thomson, Ann;12
Frazão, João Amaral;Morais, Ana Paiva;12
Fennetaux, Ariane;Oddo, Nancy;12
Hanrahan, James;Pierse, Síofra;12
Blaise, Anne-Marie Miller;Oddo, Nancy;12
Denieul, Séverine;Sultan-Villet, Élise;12
Kremer, Nathalie;Yen-Mai, Tran-Gervat;12
Col, Norbert;Ingram, Allan;12
Rosellini, Michèle;la collaboration de Jean-Christophe Abramovici, avec;12
Séité, Yannick;la collaboration de Jean-Christophe Abramovici, avec;12
Rosellini, Michèle;Séité, Yannick;12
Sermain, Jean-Paul;Yen-Mai, Tran-Gervat;12
Hopes, Jeffrey;Smyth, Orla;12
Martinez, Odile;Moretti, Monique Streiff;12
Despoix, Philippe;Fetscher, Justus;12
Cappelletti, Mireille Revol;Martinez, Odile;12
Bernier, Marc André;Swiderski, Marie-Laure Girou;12
Bréban, Laurie;Denieul, Séverine;12
Falaky, Fayçal;McGinnis, Reginald;12
Brian, Isabelle;Simiz, Stefano;12
Paulin, Marc-André;Poulain, Bérangère;12
Métraux, Maxime Georges;Poulain, Bérangère;12
Corswarem, Émilie;Pirenne, Christophe;12
Ponzetto, Valentina;Ruimi, Jennifer;12
Métraux, Maxime Georges;Paulin, Marc-André;12
Jouves-Hann, Barbara;Poulain, Bérangère;12
Carré, Anne-Laure;Reid, Martine;12
Jouves-Hann, Barbara;Paulin, Marc-André;12
Fort, Bernadette;Popkin, Jeremy D.;12
Jouves-Hann, Barbara;Métraux, Maxime Georges;12
Duperron, Noémi;Poulain, Bérangère;12
Albertan-Coppola, Sylviane;Langbour, Nadège;12
Cronk, Nicholas;Moureau, François;12
Bertrand, Bertrand;Dumouchel, Daniel;12
Morrissey, Robert;Roger, Philippe;12
Delaurenti, Béatrice;Roux, Thomas Le;12
Ballard, Michel;d’Hulst, Lieven;12
Beaurepaire, Pierre-Yves;Hermant, Héloïse;12
Martin, Christophe;la collaboration de Jean-Christophe Abramovici, avec;12
Citton, Yves;Dumasy, Lise;12
Duperron, Noémi;Paulin, Marc-André;12
Duperron, Noémi;Métraux, Maxime Georges;12
Duperron, Noémi;Jouves-Hann, Barbara;12
Daussy, Hugues;Léchot, Pierre-Olivier;11
Benedict, Philip;Daussy, Hugues;11
Jalabert, Laurent;Simiz, Stefano;11
Filippi, Florence;Marchand, Sophie;11
Gainot, Bernard;Pasteur, Paul;11
Benedict, Philip;Léchot, Pierre-Olivier;11
Gainot, Bernard;Serna, Pierre;11
Biard, Michel;Pasteur, Paul;11
Grande, Nathalie;Nédelec, Claudine;11
Filippi, Florence;Harvey, Sara;11
Blond, Stéphane;Virol, Michèle;11
Magnot-Ogilvy, Florence;Valls-Russell, Janice;11
Harvey, Sara;Marchand, Sophie;11
Bernat, Chrystel;Gabriel, Frédéric;11
Closson, Marianne;Nédelec, Claudine;11
Nédelec, Claudine;Tranié, Ghislain;11
Messina, Simone;Ramacciotti, Valeria;11
Vuillemin, Nathalie;Wien, Thomas;11
Closson, Marianne;Grande, Nathalie;11
Burkardt, Albrecht;Roger, Alexandra;11
Pasteur, Paul;Serna, Pierre;11
Jiménez, Miguel Ángel Melón;Salinero, Gregorio;11
Donato, Maria Pia;Saada, Anne;11
Richard-Pauchet, Odile;de Buzon, Christine;11
Gianico, Marilina;Hammann-Décoppet, Christine;11
Charbonneau, Frédéric;de Weerdt-Pilorge, Marie-Paule;11
Closson, Marianne;Tranié, Ghislain;11
Maira, Daniel;Roulin, Jean-Marie;11
Grande, Nathalie;Tranié, Ghislain;11
Biard, Michel;Gainot, Bernard;11
Edelstein, Dan;Edmondson, Chloe;11
Cerman, Ivo;Reynolds, Susan;11
Baudin, Rodolphe;Gretchanaïa, Elena;11
Baudin, Rodolphe;Croisille, Christian;11
Ribémont, Bernard;Soula, Mathieu;11
Baudin, Rodolphe;Bernard-Griffiths, Simone;11
Paschoud, Adrien;Wenger, Alexandre;11
Frazão, João Amaral;de Almeida, Teresa Sousa;11
Buti, Gilbert;Carol, Anne;11
Bernard-Griffiths, Simone;Gretchanaïa, Elena;11
Croisille, Christian;Gretchanaïa, Elena;11
Lilti, Antoine;Spector, Céline;11
Delon, Michel;Seth, Catriona;11
Bernard-Griffiths, Simone;Croisille, Christian;11
Bergamasco, Lucia;Bossis, Mireille;11
Campagna, Norbert;Delia, Luigi;11
Amossy, Ruth;Delon, Michel;11
Delia, Luigi;Garnot, Benoît;11
Brétéché, Marion;Hermant, Héloïse;11
Morais, Ana Paiva;de Almeida, Teresa Sousa;11
Marchal, Roger;Moureau, François;11
Campagna, Norbert;Garnot, Benoît;11
Gevrey, Françoise;Menant, Sylvain;10
Linon-Chipon, Sophie;Moussa, Sarga;10
Linon-Chipon, Sophie;Magri-Mourgues, Véronique;10
Brouard-Arends, Isabelle;Loty, Laurent;10
Bogani, Lisa;Bouchet, Julien;10
Péneau, Corinne;Sintomer, Yves;10
Bouchet, Julien;Bourdin, Philippe;10
Banks, Bryan A.;Johnson, Erica;10
Plazenet, Laurence;Régent-Susini, Anne;10
Cagnat-Deboeuf, Constance;Régent-Susini, Anne;10
Candaux, Jean-Daniel;la collaboration d’Anne-Lise Delacrétaz, avec;10
Burson, Jeffrey D.;Matytsin, Anton M.;10
Hua, Meng;la collaboration de Cécile Planchon, avec;10
Jakubec, Doris;la collaboration d’Anne-Lise Delacrétaz, avec;10
Candaux, Jean-Daniel;Jakubec, Doris;10
Deruelle, Benjamin;Roy, Lyse;10
Bastien, Pascal;Roy, Lyse;10
Didier, Béatrice;la collaboration de Cécile Planchon, avec;10
Bastien, Pascal;Deruelle, Benjamin;10
Closson, Marianne;Raviez, François;10
Gallingani, D.;Tagliani, M.;10
Cagnat-Deboeuf, Constance;Plazenet, Laurence;10
Bogani, Lisa;Bourdin, Philippe;10
Magri-Mourgues, Véronique;Moussa, Sarga;10
Didier, Béatrice;Hua, Meng;10
Kowalik, Jill;Lewis, Jayne;10
Bahier-Porte, Christelle;Schweitzer, Zoé;10
Popovic, Pierre;Vigneault, Érik;10
Hayat, Samuel;Péneau, Corinne;10
Chopelin, Paul;Martine, Tristan;10
Couto, Dejanirah;Lachaud, François;10
Blond, Stéphane;Hilaire-Pérez, Liliane;10
Lamy, Jérôme;Vabre, Sylvie;10
Hilaire-Pérez, Liliane;Virol, Michèle;10
Hayat, Samuel;Sintomer, Yves;10
Cerman, Ivo;Lucci, Diego;10
Kölving, Ulla;Mervaud, Christiane;10
Bouchet, Julien;Simien, Côme;10
Coleman, Patrick;Lewis, Jayne;10
Coleman, Patrick;Kowalik, Jill;10
Charageat, Martine;Soula, Mathieu;10
Delia, Luigi;Zygel-Basso, Aurélie;10
Bouchet, Julien;Caron, Jean-Claude;10
Bogani, Lisa;Caron, Jean-Claude;10
Godicheau, François;Grenet, Mathieu;10
Lucci, Diego;Reynolds, Susan;10
Hodacs, Hannah;Nyberg, Kenneth;9
Guyon, Loïc P.;Requemora-Gros, Sylvie;9
Belmonte, Cyril;Peyrard, Christine;9
Chopelin, Paul;Édouard, Sylvène;9
Louvat-Mozolay, Béatrice;March, Florence;9
Borello, Céline;Regina, Christophe;9
Ferrer, Véronique;Ramond, Catherine;9
Hodacs, Hannah;van Damme, Stéphane;9
Regina, Christophe;Vickermann-Ribémont, Gabriele;9
Heywood, Colin;Omri, Mohamed-Salah;9
Diaz, Brigitte;Siess, Jürgen;9
Gianico, Marilina;la collaboration de Michel Faure, avec;9
Charité, Claude La;Roy, Roxanne;9
Fabbianelli, Faustino;Goubet, Jean-François;9
Michon, Bernard;Rolland-Boulestreau, Anne;9
Borgne, Françoise Le;Montandon, Alain;9
Fusaro, Maria;Heywood, Colin;9
Grenet, Mathieu;Jambon, Yannick;9
Borello, Céline;Vickermann-Ribémont, Gabriele;9
Fusaro, Maria;Omri, Mohamed-Salah;9
Galbois, Estelle;Khelissa, Anne Perrin;9
Beauchamp, Hélène;Plana, Muriel;9
Gvozdeva, Katja;Stroev, Alexandre;9
Deffis, Emilia Inés;de Luna, Javier Vargas;9
Steuckardt, Agnès;Thorel, Mathilde;9
Biet, Christian;Poirson, Martial;9
Citton, Yves;Poirson, Martial;9
Biet, Christian;Citton, Yves;9
Gvozdeva, Katja;la collaboration de Louise Millon, avec;9
Regina, Christophe;Ribémont, Bernard;9
Faggion, Lucien;Ribémont, Bernard;9
Jambon, Yannick;Ville, Marie-Laure;9
Bubenicek, Michelle;Foronda, François;9
Nyberg, Kenneth;van Damme, Stéphane;9
Stroev, Alexandre;la collaboration de Louise Millon, avec;9
Duhem, Sophie;Galbois, Estelle;9
Grenet, Mathieu;Ville, Marie-Laure;9
Antonielli, Livio;Levati, Stefano;9
Douay, Françoise;Sermain, Jean-Paul;9
Duhem, Sophie;Khelissa, Anne Perrin;9
Garapon, Jean;de Weerdt-Pilorge, Marie-Paule;9
Main, Valerie;Stafford, Emma;9
Page, Christiane;Vaissié, Cécile;8
Cerutti, Mauro;Fayet, Jean-François;8
Cerutti, Mauro;Porret, Michel;8
Jeannesson, Stanislas;Jesné, Fabrice;8
Maier-Schaeffer, Francine;Page, Christiane;8
Conchon, Anne;Noizet, Hélène;8
Kemp, Graeme;Pettegree, Andrew;8
Kolk, Caroline zum;Salamagne, Alain;8
Bove, Boris;Kolk, Caroline zum;8
Bove, Boris;Salamagne, Alain;8
Maier-Schaeffer, Francine;Vaissié, Cécile;8
Jesné, Fabrice;Schnakenbourg, Éric;8
Jeannesson, Stanislas;Schnakenbourg, Éric;8
Servet, Marie-Madeleine;Servet, Pierre;8
Conchon, Anne;Ollion, Michel;8
Lebrun-Pézerat, Pierrette;Poublan, Danièle;8
Bowie, Karen;Jiméno, Frédéric;8
Bourillon, Florence;Jiméno, Frédéric;8
Bourillon, Florence;Bowie, Karen;8
Castagnetti, Philippe;Renoux, Christian;8
Charbonneau, Frédéric;Tsimbidy, Myriam;8
Noizet, Hélène;Ollion, Michel;8
Eigeldinger, Frédéric S.;Trousson, Raymond;8
Bret, Patrice;Chappey, Jean-Luc;8
Croft, Marie-Ange;Gevrey, Françoise;8
Fonkoua, Romuald;Reverzy, Eléonore;8
Hartmann, Pierre;Reverzy, Eléonore;8
Fonkoua, Romuald;Hartmann, Pierre;8
Coulet, Henri;Goubier, Geneviève;8
Hours, Bernard;Meyer, Frédéric;8
Hours, Bernard;Milbach, Sylvain;8
Bourdin, Philippe;Chappey, Jean-Luc;8
Bellet, Michel;Solal, Philippe;8
Bériou, Nicole;Isaïa, Marie-Cécile;8
Bériou, Nicole;Sot, Michel;8
Bériou, Nicole;Grimal, Nicolas;8
Isaïa, Marie-Cécile;Sot, Michel;8
Grimal, Nicolas;Isaïa, Marie-Cécile;8
Grimal, Nicolas;Sot, Michel;8
Debrosse, Anne;Martin, Marie Saint;8
Burkardt, Albrecht;Cousseau, en collaboration avec Vincent;8
Meyer, Frédéric;Milbach, Sylvain;8
Haase-Dubosc, Danielle;Henneau, Marie-Élisabeth;8
Cottret, Monique;Galland, Caroline;8
Stefanovska, Malina;de Weerdt-Pilorge, Marie-Paule;7
Kemp, Graeme;der Weduwen, Arthur;7
Kolk, Caroline zum;Wilson-Chevalier, Kathleen;7
Arnould, Jean-Claude;Poulouin, Claudine;7
Biondi, C.;Imbroscio, C.;7
Ionescu, Christina;Schellenberg, Renata;7
Biet, Christian;Jullien, Vincent;7
Hersant, Marc;Ramond, Catherine;7
Tribout, Bruno;Wheland, Ruth;7
Biondi, C.;Latil, M.-J.;7
Gauvard, Claude;Robert, Jean-Louis;7
Pettegree, Andrew;der Weduwen, Arthur;7
Conchon, Anne;Margairaz, Michel;7
Carruthers, Janice;McCusker, Maeve;7
Cardoni, Fabien;Conchon, Anne;7
Cardoni, Fabien;Margairaz, Michel;7
Cardoni, Fabien;Touchelay, Béatrice;7
Ipotési, Monique;Porcelli, Maria Grazia;7
Conchon, Anne;Touchelay, Béatrice;7
Simonetta, Laetitia;Toto, Francesco;7
Bottini, Giorgio;Toto, Francesco;7
Margairaz, Michel;Touchelay, Béatrice;7
Imbroscio, C.;Latil, M.-J.;7
Minerva, Nadia;Oppici, Patrizia;7
Imbroscio, Carmelina;Minerva, Nadia;7
Imbroscio, Carmelina;Oppici, Patrizia;7
Bottini, Giorgio;Simonetta, Laetitia;7
Montandon, Alain;Véga-Ritter, Max;7
Denoyelle, Martine;Hindy-Champion, Emmanuelle;7
Baridon, Laurent;Hardy, Dominic;7
Bourel, Dominique;Porset, Charles;7
Illanes, Inmaculada;Ramírez, Carmen;7
Caballos, Mª Gracia;Raventós, Anna;7
Pelchat, Marc;Rocher, Marie-Claude;7
Caballos, Mª Gracia;Ramírez, Carmen;7
Caballos, Mª Gracia;Illanes, Inmaculada;7
Bruña, Manuel;Raventós, Anna;7
Bruña, Manuel;Ramírez, Carmen;7
Bruña, Manuel;Illanes, Inmaculada;7
Bruña, Manuel;Caballos, Mª Gracia;7
Glaudes, Pierre;Klettke, Cornelia;7
Denoyelle, Martine;Royo, Manuel;7
Hindy-Champion, Emmanuelle;Royo, Manuel;7
Louyot, David;Royo, Manuel;7
Denoyelle, Martine;Louyot, David;7
Chareyre, Philippe;Rocher, Marie-Claude;7
Hindy-Champion, Emmanuelle;Louyot, David;7
Auroux, Sylvain;Porset, Charles;7
Auroux, Sylvain;Bourel, Dominique;7
Devauges, Jean-Denys;Masseau, Didier;7
Lucioli, Francesco;Sanson, Helena;7
Dion, Nicholas;Ouellet, Esther;7
Dion, Nicholas;Plante, Manon;7
Ouellet, Esther;Plante, Manon;7
Duché, Véronique;Jeay, Madeleine;7
Laurichesse, Jean-Yves;Marot, Patrick;7
Bercegol, Fabienne;Marot, Patrick;7
Bercegol, Fabienne;Laurichesse, Jean-Yves;7
Bourquin, Laurent;Hugon, Alain;7
Illanes, Inmaculada;Raventós, Anna;7
Basch, Sophie;Chuvin, Pierre;7
Debaisieux, Martine;Verdier, Gabrielle;7
Chareyre, Philippe;Pelchat, Marc;7
Ferrone, Vincenzo;Roche, Daniel;7
Lüsebrink, Hans-Jürgen;Reichardt, Rolf;7
Chareyre, Philippe;Poton, Didier;7
Pelchat, Marc;Poton, Didier;7
Desbuissons, Frédérique;Hardy, Dominic;7
Ramírez, Carmen;Raventós, Anna;7
Barbafieri, Carine;Vialleton, Jean-Yves;7
Ledda, Sylvain;Montandon, Alain;7
Poton, Didier;Rocher, Marie-Claude;7
Baridon, Laurent;Desbuissons, Frédérique;7
Benigno, Francesco;Hugon, Alain;6
Belmas, Élisabeth;Nonnis-Vigilante, Serenella;6
Bugnon, Fanny;Picco, Dominique;6
Dussert-Galinat, Delphine;Lachaise, Bernard;6
Bugnon, Fanny;Dussert-Galinat, Delphine;6
Bugnon, Fanny;Lachaise, Bernard;6
Peureux, Guillaume;Vaillant, Alain;6
Benigno, Francesco;Bourquin, Laurent;6
Carvais, Robert;Garçon, Anne-Françoise;6
Akkeran, Tjitske;Stuurman, Siep;6
Geoffroy, Annie;Piguet, Marie-France;6
Dougnac, Françoise;Piguet, Marie-France;6
Dougnac, Françoise;Geoffroy, Annie;6
Lachaise, Bernard;Picco, Dominique;6
Carvais, Robert;Grelon, André;6
Garçon, Anne-Françoise;Grelon, André;6
Baillaud, Bernard;Hüe, Denis;6
Hüe, Denis;de Gramont, Jérôme;6
Baillaud, Bernard;de Gramont, Jérôme;6
Regina, Christophe;Roger, Alexandra;6
Faggion, Lucien;Roger, Alexandra;6
Arnold, Nicole;Piguet, Marie-France;6
Arnold, Nicole;Geoffroy, Annie;6
Krumenacker, Yves;Recous, Noémie;6
Charageat, Martine;Ribémont, Bernard;6
Bray, Bernard;Strosetzki, Christoph;6
Borello, Céline;Gril-Mariotte, Aziza;6
Charageat, Martine;Vivas, Mathieu;6
Ribémont, Bernard;Vivas, Mathieu;6
Soula, Mathieu;Vivas, Mathieu;6
Brewer, William D.;Lambert, Carole J.;6
Carribon, Carole;Picco, Dominique;6
Carribon, Carole;Dussert-Galinat, Delphine;6
Carribon, Carole;Lachaise, Bernard;6
Cardi, Coline;Pruvost, Geneviève;6
Fulda, Daniel;Jost, Erdmut;6
Bugnon, Fanny;Carribon, Carole;6
Carlino, Andrea;Wenger, Alexandre;6
Hobson, Marian;Leigh, J.T.A;6
Dussert-Galinat, Delphine;Picco, Dominique;6
Hobson, Marian;Wokler, Robert;6
Leigh, J.T.A;Wokler, Robert;6
Krauß, Henning;la collaboration de Louis van Delft, avec;6
Kaiser, Gert;Krauß, Henning;6
Krumenacker, Yves;Maes, Bruno;6
Krauß, Henning;Reichel, Edward;6
Kaiser, Gert;la collaboration de Louis van Delft, avec;6
Reichel, Edward;la collaboration de Louis van Delft, avec;6
Guyon, Catherine;Maes, Bruno;6
Guyon, Catherine;Krumenacker, Yves;6
Kaiser, Gert;Reichel, Edward;6
Arnold, Nicole;Dougnac, Françoise;6
Bury, Emmanuel;Meiner, Carsten;6
Livet, G.;Vincente, G.;6
Heran, J.;Vincente, G.;6
Barbier, Josiane;Destephen, Sylvain;6
Bret, Jean-Noël;Escande, Yolaine;6
Ferté, Louise;Rey, Lucie;6
Chausson, François;Destephen, Sylvain;6
Fonck, Bertrand;Veyssière, Laurent;6
Jettot, Stéphane;Sánchez, Manuel Herrero;6
Barbier, Josiane;Chausson, François;6
Merle, Alexandra;Sánchez, Manuel Herrero;6
Jettot, Stéphane;Merle, Alexandra;6
Heran, J.;Livet, G.;6
Ferlampin-Acher, Christine;Pomel, Fabienne;6
Guillaume, Pierre;Turgeon, Laurier;6
Brogini, Anne;Ghazali, Maria;6
Engélibert, Jean-Paul;Guidée, Raphaëlle;6
Brophy, Michael;Gaffney, Phyllis;6
Gaffney, Phyllis;Gallagher, Mary;6
Brophy, Michael;Gallagher, Mary;6
Grapotte, Sophie;Lequan, Mai;6
Bohnert, Céline;Gevrey, Françoise;6
Reynaud, Denis;Thomas, Chantal;6
McDonald, Christie;Suleiman, Susan Rubin;6
Huenen, Roland Le;Vachon, Stéphane;5
Perron, Paul;Vachon, Stéphane;5
Caye, Pierre;Malhomme, Florence;5
Cammagre, Geneviève;Huet-Brichard, Marie-Catherine;5
Beaucé, Pauline;Dubouilh, Sandrine;5
Beaucé, Pauline;Triolaire, Cyril;5
Fayet, Jean-François;Fluckiger, Carine;5
Krawczyk, Dariusz;Łuczyńska-Hołdys, Małgorzata;5
Kirschleger, Inès;Poulet, Françoise;5
Fluckiger, Carine;Porret, Michel;5
Huenen, Roland Le;Perron, Paul;5
Bach, Reinhard;Desné, Roland;5
Lochert, Véronique;de Guardia, Jean;5
Krawczyk, Dariusz;Piszczatowski, Paweł;5
Piszczatowski, Paweł;Łuczyńska-Hołdys, Małgorzata;5
Boehm, Isabelle;d’Espèrey, Sylvie Franchet;5
Angel-Perez, Élisabeth;Lecercle, François;5
Ferrary, Jean-Louis;d’Espèrey, Sylvie Franchet;5
Escalle, Marie-Christine Kok;Strien-Chardonneau, Madeleine Van;5
Swiderski, Marie Laure Girou;la collaboration de Pierre Berthiaume, avec;5
Chaageat, Martine;Soula, Mathieu;5
Chaageat, Martine;Ribémont, Bernard;5
Delon, Michel;Mondot, Jean;5
Briegel, Françoise;Farré, Sébastien;5
Hewitt, Regina;Rogers, Pat;5
Godlewicz-Adamiec, Joanna;Krawczyk, Dariusz;5
Cavallin, Jean-Christophe;Mazaré, Jean-Damien;5
Cormier, Paul;Gilly, Xavier;5
Cormier, Paul;Girardin, Michaël;5
Gilly, Xavier;Girardin, Michaël;5
Pioffet, Marie-Christine;Spica, Anne-Élisabeth;5
Godlewicz-Adamiec, Joanna;Łuczyńska-Hołdys, Małgorzata;5
Boehm, Isabelle;Ferrary, Jean-Louis;5
Bret, Patrice;Tiggelen, Brigitte Van;5
Carbone, Raffaele;Prete, Antonella Del;5
Langer, Ullrich;Mellet, Paul-Alexis;5
Godlewicz-Adamiec, Joanna;Piszczatowski, Paweł;5
Dubouilh, Sandrine;Triolaire, Cyril;5
Biet, Christian;Schifano, Laurence;5
Alexandre, Didier;Huet-Brichard, Marie-Catherine;5
Couvenhes, Jean-Christophe;Traina, Giusto;5
Boillet, Élise;Rideau, Gaël;5
Cosme, Pierre;Traina, Giusto;5
Berthu-Courtivron, Marie-Françoise;Pomel, Fabienne;5
Couvenhes, Jean-Christophe;Janniard, Sylvain;5
Grandhomme, Jean-Noël;Laboulais, Isabelle;5
Dinet, Dominique;Laboulais, Isabelle;5
Dinet, Dominique;Grandhomme, Jean-Noël;5
Goff, Myriam White-Le;Vickermann-Ribémont, Gabriele;5
Bosquet, Marie-Françoise;Sylvos, Françoise;5
Cosme, Pierre;Janniard, Sylvain;5
Couvenhes, Jean-Christophe;Virol, Michèle;5
Janniard, Sylvain;Traina, Giusto;5
Janniard, Sylvain;Virol, Michèle;5
Traina, Giusto;Virol, Michèle;5
Cossy, Valérie;Dawson, Deidre;5
Berton-Charrière, Danièle;Vénuat, Monique;5
Bodineau, Pierre;Lamarre, Christine;5
Jouhaud, Christian;Viala, Alain;5
Rabaey, Hélène;Torres, Luc;5
Cosme, Pierre;Virol, Michèle;5
Cosme, Pierre;Couvenhes, Jean-Christophe;5
Keilhauer, Annette;Nohr, René;5
Keilhauer, Annette;Lüsebrink, Hans-Jürgen;5
Cormier, Jacques;Herman, Jan;5
Lüsebrink, Hans-Jürgen;Nohr, René;5
Keilhauer, Annette;Reichardt, Rolf;5
van Dijk, Suzan;van Strien-Chardonneau, Madeleine;5
Nohr, René;Reichardt, Rolf;5
Desné, Roland;L’Aminot, Tanguy;5
van Dijk, Suzanne;van Strien-Chardonneau, Madeleine;5
Vassilopoulou, Panayiota;Whistler, Daniel;5
Roux, Nicolas Le;Wrede, Martin;5
Desné, Roland;Piau-Gillot, Colette;5
Maher, Eamon;Neville, Grace;5
McCallam, David;Pratt, Terry;5
Alexandre, Didier;Cammagre, Geneviève;5
L’Aminot, Tanguy;Piau-Gillot, Colette;5
Abramovici, Jean-Christophe;Barbafieri, Carine;4
Forget, Danielle;Martineau, France;4
Gendt, Anne-Marie De;Montoya, Alicia C.;4
Lafarga, F.;Pegenaute, L.;4
Ferran, Florence;Rollinat-Levasseur, Ève-Marie;4
Brizay, François;Sarrazin, Véronique;4
Gallichan, Gilles;Lamonde, Yvan;4
Ferran, Florence;Vanoosthuyse, François;4
Rollinat-Levasseur, Ève-Marie;Vanoosthuyse, François;4
Larrère, Catherine;Mondot, Jean;4
Grosvenor, Valerie;Serafin, Steven R.;4
Brunel, Julie;Vitiello, Michel;4
Montel, Nathalie;Vorms, Charlotte;4
Martin, Laurent;Ory, Pascal;4
Garapon, Jean;Milin, Gaël;4
Cohen, Évelyne;Martin, Laurent;4
Cohen, Évelyne;Goetschel, Pascale;4
Rolland, Denis;Santos, Idelette Muzart-Fonseca dos;4
Hanotin, Guillaume;May, Niels F.;4
Pioffet, Marie-Christine;la collaboration d’Isabelle Lachance, avec;4
Aznar, Daniel;May, Niels F.;4
Ferrand, Nathalie;Weil, Michèle;4
Aznar, Daniel;Hanotin, Guillaume;4
Jessenne, Jean-Pierre;Leuwers, Hervé;4
Hersant, Marc;Tourrette, Éric;4
Dufief, Pierre;Milin, Gaël;4
Singaravélou, Pierre;Venayre, Sylvain;4
Goldsmith, Elizabeth C.;Goodman, Dena;4
Dion, Nicholas;Massé, Stéphanie;4
Popin, Jacques;la collaboration de Marie-Emmanuelle Plagnol, avec;4
Artigas-Menant, Geneviève;la collaboration de Marie-Emmanuelle Plagnol, avec;4
Artigas-Menant, Geneviève;Popin, Jacques;4
Furet, François;Ozouf, Mona;4
Dufief, Pierre;Garapon, Jean;4
Medlin, Dorothy;Merrick, Jeffrey;4
Borgne, Françoise Le;Laurent, Françoise;4
Borgne, Françoise Le;Giorgio, Jean-Pierre De;4
Cohen, Évelyne;Ory, Pascal;4
Giron-Panel, Caroline;Serre, Solveig;4
Séginger, Gisèle;Talairach, Laurence;4
Backouche, Isabelle;Lyon-Caen, Nicolas;4
Goetschel, Pascale;Ory, Pascal;4
Henn, Marianne;Pausch, Holger A.;4
Goetschel, Pascale;Martin, Laurent;4
Dahan-Gaida, Laurence;Maillard, Christine;4
Dahan-Gaida, Laurence;Séginger, Gisèle;4
Dahan-Gaida, Laurence;Talairach, Laurence;4
Gaullier-Bougassas, Catherine;Tropé, d’Hélène;4
Cabanel, Patrick;Liogier, Raphaël;4
Liogier, Raphaël;Zuber, Valentine;4
Cabanel, Patrick;Zuber, Valentine;4
Lardon, Sabine;Rosellini, Michèle;4
Giorgio, Jean-Pierre De;Laurent, Françoise;4
Excoffon, Sylvain;Hurel, Daniel-Odon;4
Excoffon, Sylvain;Peters-Custot, Annick;4
Hurel, Daniel-Odon;Peters-Custot, Annick;4
Lyon-Caen, Nicolas;Vorms, Charlotte;4
Maillard, Christine;Séginger, Gisèle;4
Lyon-Caen, Nicolas;Montel, Nathalie;4
Backouche, Isabelle;Vorms, Charlotte;4
Maillard, Christine;Talairach, Laurence;4
Backouche, Isabelle;Montel, Nathalie;4
Halen, Pierre;Spica, Anne;4
Bensaude-Vincent, Bernadette;Bernardi, Bruno;4
Corbin, Alain;Vigarello, Georges;4
Kirschleger, Inès;Martin-Ulrich, Claudie;4
Gély, en collaboration avec Véronique;McIntosh-Varjabédian, Fiona;4
Bach, Reinhard;Hassler, Gerda;4
Grapotte, Sophie;Ruffing, Margit;4
Desné, Roland;Hassler, Gerda;4
Mormiche, Pascale;Perez, Stanis;4
Bourguinat, Nicolas;Reverzy, Eléonore;4
Barros, Paula;Martin-Ulrich, Claudie;4
Lefrère, Jean-Jacques;Pierssens, Michel;4
Barros, Paula;Kirschleger, Inès;4
Didier, Béatrice;Sermain, Jean-Paul;4
Merle, Alexandra;Zaragozá, Marina Mestre;4
Elm, Veit;Lottes, Günther;4
Colombat, Bernard;Fournier, Jean-Marie;4
Elm, Veit;de Senarclens, Vanessa;4
Bernard-Griffiths, Simone;Sgard, Jean;4
Corbin, Alain;Courtine, Jean-Jacques;4
Fenet, Alain;Lévi-Valensi, Jacqueline;4
Maurer, Catherine;Vincent, Catherine;4
