;coeditor1;coeditor2;count
630;Bégorre-Bret, Cyrille;Morana, Cyril;1
629;Béghain, Patrice;Kneubühler, Michel;1
628;Bédard, Éric;Goyette, Julien;1
624;Becker, Peter;Wetzell, Richard F.;1
619;Châtel, Laurent;Martichou, Élisabeth;1
661;Bély, Lucien;Hanotin, Guillaume;1
618;Beck Saiello, Émilie;Martichou, Élisabeth;1
617;Beck Saiello, Émilie;Châtel, Laurent;1
616;Bertrand, Régis;Costedoat, Caroline;1
615;Beauvieux, Fleur;Costedoat, Caroline;1
614;Beauvieux, Fleur;Bertrand, Régis;1
613;Beauvalet, Scarlett;Dinet-Lecomte, Marie-Claude;1
602;Beaurepaire, Pierre-Yves;McKenna, Antony;1
634;Belhoste, Bruno;Edelman, Nicole;1
636;Belissa, Marc;Cottret, Bernard;1
637;Bell, David A.;Mintzker, Yair;1
638;Bell, David A.;Pimenova, Ludmila;1
658;Bellion, Wendy;Smentek, Kristel;1
656;Vervacke, Sabrina;van der Schueren, Éric;1
654;Belleguic, Thierry;van der Schueren, Éric;1
653;Belleguic, Thierry;Knee, Philip;1
651;Belleguic, Thierry;Ready, Kathryn;1
649;Lemonnier-Lesage, Virginie;Micheletto, Beatrice Zucca;1
648;Jourdain, Virginie;Micheletto, Beatrice Zucca;1
647;Jourdain, Virginie;Lemonnier-Lesage, Virginie;1
646;Bellavitis, Anna;Lemonnier-Lesage, Virginie;1
645;Bellavitis, Anna;Jourdain, Virginie;1
644;Casella, Laura;Raines, Dorit;1
643;Bellavitis, Anna;Raines, Dorit;1
642;Bellavitis, Anna;Casella, Laura;1
640;Pimenova, Ludmila;Pujol, Stéphane;1
639;Bell, David A.;Pujol, Stéphane;1
1943;Cronk, Nicholas;Viala, Alain;1
1955;Csernus, Sándor;Korompay, Clára;1
3669;France, Peter;Manning, Susan;1
3094;Nègre, Valérie;Spicq, Delphine;1
3101;Hilaire, Michel;Wuhrmann, Sylvie;1
3100;Perreau, Stephan;Stépanoff, Pierre;1
3099;Hilaire, Michel;Stépanoff, Pierre;1
3098;Hilaire, Michel;Perreau, Stephan;1
3097;Hilaire, Michel;Stéphanoff, Pierre;1
3096;Spicq, Delphine;Vermeir, Koen;1
3095;Nègre, Valérie;Vermeir, Koen;1
3093;Hilaire-Pérez, Liliane;Vermeir, Koen;1
3103;Wuhrmann, Sylvie;Zeder, Olivier;1
3092;Hilaire-Pérez, Liliane;Spicq, Delphine;1
3091;Hilaire-Pérez, Liliane;Nègre, Valérie;1
3090;Simon, Fabien;Thébaud-Sorger, Marie;1
3089;Hilaire-Pérez, Liliane;Thébaud-Sorger, Marie;1
3088;Hilaire-Pérez, Liliane;Simon, Fabien;1
3087;Godefroy, Carl Alfred;Hahn-Godefroy, Johan Dietrich;1
1;Abdela, Sophie;Perrier-Chartrand, Julien;1
3102;Hilaire, Michel;Zeder, Olivier;1
3104;Hill, Mike;Montag, Warren;1
2818;Gordon, Alden R.;Mosser, Monique;1
3117;Hoins, Katharina;Vogtherr, Christoph;1
3124;Holenstein, André;Jaquier, Claire;1
3123;Tosato-Rigo, Danièle;Zurbuchen, Simone;1
3122;Kapossy, Béla;Zurbuchen, Simone;1
3121;Kapossy, Béla;Tosato-Rigo, Danièle;1
3120;Holenstein, André;Zurbuchen, Simone;1
3119;Holenstein, André;Tosato-Rigo, Danièle;1
3118;Holenstein, André;Kapossy, Béla;1
3116;Hogg, Richard M.;van Bergen, Linda;1
3105;Himy-Piéry, Laure;Macé, Stéphane;1
3115;Sobel, Mechal;Teute, Fredrika J.;1
3114;Hoffman, Ronald;Teute, Fredrika J.;1
3113;Hoffman, Ronald;Sobel, Mechal;1
3112;Hoepel, Thomas;Sammler, Steffen;1
3108;Pairault, Louis-Gilles;de Xaintrailles, Didier Poton;1
3107;Hoareau, Muriel;de Xaintrailles, Didier Poton;1
3106;Hoareau, Muriel;Pairault, Louis-Gilles;1
3085;Godefroy, Carl Alfred;Hiernard, Jean;1
3084;Hibberd, Sarah;Wrigley, Richard;1
3082;Heymann, Brigitte;Steinbrügge, Lieselotte;1
3040;Jahn, Manfred;Ryan, Marie-Laure;1
3057;Herring, Susan C.;Schosler, Lene;1
3056;Herring, Susan C.;van Reenen, Pieter;1
3052;Kremer, Nathalie;Pelckmans, Paul;1
3051;Herman, Jan;Kremer, Nathalie;1
3043;Hallyn, Fernand;de Kris Peeters, avec l’aide;1
3042;Herman, Jan;de Kris Peeters, avec l’aide;1
3041;Hallyn, Fernand;Herman, Jan;1
3039;Herman, David;Ryan, Marie-Laure;1
3081;Heyberger, Bernard;Madinier, Rémy;1
3038;Herman, David;Jahn, Manfred;1
3037;Herbert de la Portbarré-Viard, Gaëlle;Robert, Renaud;1
3036;Heppner, Harald;Schmale, Wolfgang;1
3035;Heppner, Harald;Reisinger, Nikolaus;1
3033;Henneton, Lauric;Roper, L.H.;1
3032;Mayer, Paola;Runge, Anita;1
3031;Henn, Marianne;Runge, Anita;1
3058;Schosler, Lene;van Reenen, Pieter;1
3061;Hersant, Marc;Pilorge, Marie-Paule;1
3062;Hersant, Marc;Raviez, François;1
3063;Pilorge, Marie-Paule;Ramond, Catherine;1
3079;Heurtel, Pascale;Lenoir, Michèle;1
3077;Bretschneider, Falk;Lusset, Élisabeth;1
3076;Bretschneider, Falk;Claustre, Julie;1
3075;Claustre, Julie;Lusset, Élisabeth;1
3074;Bretschneider, Falk;Heullant-Donat, Isabelle;1
3073;Heullant-Donat, Isabelle;Lusset, Élisabeth;1
3072;Claustre, Julie;Heullant-Donat, Isabelle;1
3071;Claustre, J.;Lusset, E.;1
3070;Heullant-Donat, I.;Lusset, E.;1
3069;Claustre, J.;Heullant-Donat, I.;1
3068;Heuclin, Jean;Leduc, Christophe;1
3067;Hervouet, Isabelle;Rouhette, Anne;1
3066;Durand-Bogaert, Fabienne;Hersant, Yves;1
3065;Ramond, Catherine;Raviez, François;1
3064;Pilorge, Marie-Paule;Raviez, François;1
3125;Holenstein, André;Léchot, Timothée;1
3126;Holenstein, André;Schläppi, Daniel;1
3127;Holenstein, André;la collaboration de Perrine Bächli, avec;1
3186;Codignola, Luca;Harvey, Fernand;1
3197;Ismard, Paulin;Rossi, Benedetta;1
3195;Innes, Joanna;Philp, Mark;1
3194;Ingrassia, Catherine;Thomas, Claudia N.;1
3193;Vaugeois, Denis;Veyssière, Laurent;1
3192;Imbeault, Sophie;Veyssière, Laurent;1
3191;Imbeault, Sophie;Vaugeois, Denis;1
3188;Hynes, Peter;James-Cavan, Kathleen;1
3185;Harvey, Fernand;Hurtubise, Pierre;1
3175;Huetz de Lemps, Alain;Pitte, Jean-Robert;1
3184;Codignola, Luca;Hurtubise, Pierre;1
3182;Hurel, Daniel Odon;Massoni, Anne;1
3181;Giossi, Lucas;de Reyff, Simone;1
3180;Giossi, Lucas;Hunkeler, Thomas;1
3179;Hunkeler, Thomas;de Reyff, Simone;1
3178;Hulme, Peter;Youngs, Tim;1
3177;Huguenin, Séverine;Léchot, Timothée;1
3198;Ismard, Paulin;Vidal, Cécile;1
3199;Rossi, Benedetta;Vidal, Cécile;1
3200;Jacobs, Helmut C.;Schlüter, Gisela;1
3201;Jacobson, Miriam;Park, Julie;1
3225;Jarosz, Krzysztof;Szatanik, Zuzanna;1
3224;Serruys, Michael-W.;Tamaki, Toshiaki;1
3223;Jarnoux, Philippe;Tamaki, Toshiaki;1
3222;Jarnoux, Philippe;Serruys, Michael-W.;1
3221;Jardin, Étienne Jardin;Taïeb, Patrick;1
3217;Ducourau, Bertrand;Jaouen, Marine;1
3216;Dunne, J.;Janssens, P.;1
3215;Jankowiak, François;Pettinaroli, Laura;1
3214;Janand, Marie-Caroline;Perrin, Éric;1
3213;James-Raoul, Danièle;Laurent, Françoise;1
3211;Jalabert, Laurent;Léonard, Julien;1
3207;Jaffe, Catherine M. Jaffe;Yagüe, Elisa Martín-Valdepeñas;1
3205;Jacques-Chaquin, Nicole;Préaud, Maxime;1
3203;Jacot Grapa Caroline, Nicole Jacques-Lefèvre;Trevisan, Carine;1
3202;Jacot Grapa Caroline, Nicole Jacques-Lefèvre;Séité, Yannick;1
3176;Hughes, Derek;Todd, Janet;1
3174;Huebert, Ronald;McNeil, David;1
3128;Berger, Tobias;Holenstein, André;1
3138;Berger, Tobias;la collaboration de Perrine Bächli, avec;1
3146;Honneth, Axel;Wellmer, Albrecht;1
3145;Honneth, Axel;Offe, Claus;1
3144;Honneth, Axel;McCarthy, Thomas;1
3143;Honegger, Marc;Prévost, Paul;1
3142;Schmidt-Linsenhoff, Viktoria;Uerlings, Herbert;1
3141;Hölz, Karl;Uerlings, Herbert;1
3140;Hölz, Karl;Schmidt-Linsenhoff, Viktoria;1
3137;Berger, Tobias;Schläppi, Daniel;1
3170;Hudson, Nicholas;Santesso, Aaron;1
3136;Schläppi, Daniel;la collaboration de Perrine Bächli, avec;1
3135;Berger, Tobias;Léchot, Timothée;1
3134;Léchot, Timothée;la collaboration de Perrine Bächli, avec;1
3133;Léchot, Timothée;Schläppi, Daniel;1
3132;Berger, Tobias;Jaquier, Claire;1
3131;Jaquier, Claire;la collaboration de Perrine Bächli, avec;1
3130;Jaquier, Claire;Schläppi, Daniel;1
3147;McCarthy, Thomas;Offe, Claus;1
3148;McCarthy, Thomas;Wellmer, Albrecht;1
3149;Offe, Claus;Wellmer, Albrecht;1
3150;Horard, Marie-Pierre;Laurioux, Bruno;1
3169;Furstemberg, François;Hubert, Ollivier;1
3168;Charpentier, Emmanuelle;Hroděj, Philippe;1
3167;Howells, Coral Ann;Kröller, Eva-Marie;1
3166;Andreopoulos, George J.;Shulman, Mark R.;1
3165;Howard, Michael;Shulman, Mark R.;1
3164;Andreopoulos, George J.;Howard, Michael;1
3163;Houte, Arnaud-Dominique;Luc, Jean-Noël;1
3159;Morel, Charlotte;Yuva, Ayşe;1
3158;Hourcade, Emmanuel;Yuva, Ayşe;1
3157;Hourcade, Emmanuel;Morel, Charlotte;1
3156;Botalla, Horacio;Godoy, Cristina;1
3155;Botalla, Horacio;Hourcade, Eduardo;1
3154;Godoy, Cristina;Hourcade, Eduardo;1
3152;Hotson, Howard;Wallnig, Thomas;1
3151;Arroyo, Félix Labrador;Hortal Muñoz, José Eloy;1
3030;Henn, Marianne;Mayer, Paola;1
3025;Hémery, Axel;Percival, Melissa;1
3024;Birkner, Nina;Mondot, Jean;1
2882;Grell, Chantal;Laplanche, François;1
2893;Grévy, J.;Turrel, D.;1
2892;Grévy, J.;Manigand, C.;1
2887;Arrizabalaga, Jon;Cunningham, Andrew;1
2886;Arrizabalaga, Jon;Grell, Ole Peter;1
2885;Cunningham, Andrew;Grell, Ole Peter;1
2884;Grell, Ole Peter;Porter, Roy;1
2883;Grell, Chantal;Stanic, Milovan;1
2881;Droixhe, Daniel;Grell, Chantal;1
2871;Holm, Christiane;van Eck, Caroline;1
2880;Grell, Chantal;de Fortanier, Arnaud Ramière;1
2878;Gregori, Simona;Oppici, Patrizia;1
2877;Greenwood, F. Murray;Wright, Barry;1
2876;Beau, Bryan F. Le;Greenspoon, Leonard Jay;1
2875;Barash, Carol;Greenfield, Susan C.;1
2874;Green, Nancy L.;Weil, François;1
2873;Green, Emily H.;Mayes, Catherine;1
2894;Manigand, C.;Turrel, D.;1
2895;Grivel, Marianne;Meyer, Véronique;1
2896;Grivel, Marianne;Leutrat, Estelle;1
2897;Grivel, Marianne;Wachenheim, Pierre;1
2917;Guichard, Charlotte;van Damme, Stéphane;1
2916;Guest, Kristen;Mattfeld, Monica;1
2915;Guérout, Jeanne;Mauduit, Xavier;1
2914;Martin, Virginie;Quang, Jeanne-Laure Le;1
2913;Guermazi, Alexandre;Martin, Virginie;1
2912;Guermazi, Alexandre;Quang, Jeanne-Laure Le;1
2910;Bouëdec, Gérard Le;Guerber, Éric;1
2909;Gueniffey, Patrice;Lentz, Thierry;1
2908;Gueniffey, Patrice;Lorrain, François-Guillaume;1
2906;Grove, Laurence;Russell, Daniel;1
2902;Grotte, Sophie;Sosoe, Lukas;1
2901;Grotte, Sophie;Lequan, Mai;1
2900;Leutrat, Estelle;Wachenheim, Pierre;1
2899;Meyer, Véronique;Wachenheim, Pierre;1
2898;Leutrat, Estelle;Meyer, Véronique;1
2872;Kobi, Valérie;van Eck, Caroline;1
2870;Holm, Christiane;Kobi, Valérie;1
2919;Brugerolles, Emmanuelle;Guiet, David;1
2828;Gosselin-Rodière, Simon;Schoenecker, Aurore;1
2839;Goulet, Anne-Madeleine;Nieden, Gesa zur;1
2838;Lidsky, Paul;Masseau, Didier;1
2837;Goulemot, Jean M.;Lidsky, Paul;1
2833;Martin, Daniel;Parmentier, Bérengère;1
2832;Goubier, Geneviève;Martin, Daniel;1
2831;Goubier, Geneviève;Parmentier, Bérengère;1
2829;Goubert, Jean-Pierre;Rey, Roselyne;1
2827;Gorrara, Claire;Langford, Rachel;1
2869;Grave, Johannes;van Eck, Caroline;1
2826;Daniel Rabreau, Anne-Cécile Tizon-Germe;Vittet, Jean;1
2825;Mosser, Monique;Vittet, Jean;1
2824;Daniel Rabreau, Anne-Cécile Tizon-Germe;Mosser, Monique;1
2823;Morin, Christophe;Vittet, Jean;1
2822;Daniel Rabreau, Anne-Cécile Tizon-Germe;Morin, Christophe;1
2821;Morin, Christophe;Mosser, Monique;1
2820;Gordon, Alden R.;Vittet, Jean;1
2840;Domínguez, José María;Goulet, Anne-Madeleine;1
2841;Goulet, Anne-Madeleine;Oriol, Élodie;1
2842;Domínguez, José María;Oriol, Élodie;1
2843;Campos, Rémy;Goulzet, Anne-Madeleine;1
2868;Grave, Johannes;Kobi, Valérie;1
2867;Grave, Johannes;Holm, Christiane;1
2866;Ruffing, Margit;Terra, Ricardo;1
2865;Grapotte, Sophie;Terra, Ricardo;1
2861;Grapotte, Sophie;Sosoe, Lukas;1
2857;Grapotte, Sophie;Prunea-Bretonnet, Tinca;1
2855;Grande, James;Stevenson, John;1
2851;Graille, Patrick;Kozul, Mladen;1
2850;Berland, Kevin;Graham, Kenneth W.;1
2849;Gouzi, Christine;Leribault, de Christophe;1
2848;Duron, Jean;da Vinha, Mathieu;1
2847;Campos, Rémy;Duron, Jean;1
2846;Campos, Rémy;da Vinha, Mathieu;1
2845;Duron, Jean;Goulzet, Anne-Madeleine;1
2844;Goulzet, Anne-Madeleine;da Vinha, Mathieu;1
2918;Gady, Alexandre;Guiet, David;1
2920;Brugerolles, Emmanuelle;Gady, Alexandre;1
3023;Birkner, Nina;Mix, York-Gotthart;1
2990;Hatem, Nicole;Ibrahim, Annie;1
2998;Dulas, Charles;Rijdt, Robert-Jan Te;1
2997;Elen, Albert;Hautekeete, Stefan;1
2996;Dulas, Charles;Hautekeete, Stefan;1
2995;Hautekeete, Stefan;Rijdt, Robert-Jan Te;1
2994;Messerli, Sylviane;Tissot, Laurent;1
2993;Hauser, Claude;Tissot, Laurent;1
2992;Hauser, Claude;Messerli, Sylviane;1
2989;Haskins Gonthier, Ursula;Sandrier, Alain;1
2979;Nathalie Rollet-Bricklin, Yann Sordet;Quéruel, Danielle;1
2988;Hascher, Xavier;Papadopoulos, Athanase;1
2987;Beaulieu, Gérard;Harvey, Fernand;1
2986;Kelsay, John;Twiss, Sumner B.;1
2985;Hargreaves, Alec G.;Twiss, Sumner B.;1
2984;Hargreaves, Alec G.;Kelsay, John;1
2983;Hardy, René;Séguin, Normand;1
2981;Nathalie Rollet-Bricklin, Yann Sordet;Weber, Anne;1
2999;Elen, Albert;Rijdt, Robert-Jan Te;1
3000;Dulas, Charles;Elen, Albert;1
3006;Bour, Isabelle;Hayes, Kevin J.;1
3007;Hayez, Cécile;Lisse, Michel;1
3022;Mix, York-Gotthart;Mondot, Jean;1
3021;Birkner, Nina;Heitz, Raymond;1
3020;Heitz, Raymond;Mondot, Jean;1
3019;Heitz, Raymond;Mix, York-Gotthart;1
3018;Heilbron, John L.;Sigrist, René;1
3017;Heger-Étienvre, Marie-Jeanne;Poisson, Guillaume;1
3016;Freyssinet, Marianne;Trouvé, Stéphanie;1
3015;Heck, Michèle-Caroline;Trouvé, Stéphanie;1
3014;Freyssinet, Marianne;Heck, Michèle-Caroline;1
3013;Landry, Kenneth;Lever, Yves;1
3012;Hébert, Pierre;Landry, Kenneth;1
3011;Hébert, Pierre;Lever, Yves;1
3010;Andrès, Bernard;Gagnon, Alex;1
3009;Gagnon, Alex;Hébert, Pierre;1
3008;Andrès, Bernard;Hébert, Pierre;1
2980;Quéruel, Danielle;Weber, Anne;1
2978;Bars, Fabienne Le;Weber, Anne;1
2921;Guilhaumou, Jacques;Piguet, Marie-France;1
2947;Haffemayer, Stéphane;Hugon, Alain;1
2954;Hafter, Daryl M.;Kushner, Nina;1
2953;Häfner, Ralph;Multhammer, Michael;1
2952;Sordet, Yann;Vellet, Christophe;1
2951;Hugon, Alain;Vellet, Christophe;1
2950;Hugon, Alain;Sordet, Yann;1
2949;Haffemayer, Stéphane;Vellet, Christophe;1
2948;Haffemayer, Stéphane;Sordet, Yann;1
2945;Hacke, Daniela;Musselwhite, Paul;1
2977;Bars, Fabienne Le;Nathalie Rollet-Bricklin, Yann Sordet;1
2943;Haber, Stéphane;Macé, Arnaud;1
2941;Haase-Dubosc, Danielle;Viennot, Éliane;1
2940;Haakonssen, Knud;Olden-Jørgensen, Sebastian;1
2925;Guillorel, Éva;Hopkin, David;1
2924;Guillet, Bertrand;Pothier, Louise;1
2923;Pierre, Guillaume;Turgeon, Laurier;1
2922;Guilhaumou, Jacques;Monnier, Raymonde;1
2956;Haguet, Lucile;Hofmann, Catherine;1
2957;Hallett, Mark;Llewellyn, Nigel;1
2958;Hallett, Mark;Myrone, Martin;1
2959;Llewellyn, Nigel;Myrone, Martin;1
2976;Bars, Fabienne Le;Quéruel, Danielle;1
2975;Hans-Collas, Ilona;Weber, Anne;1
2974;Hans-Collas, Ilona;Nathalie Rollet-Bricklin, Yann Sordet;1
2973;Hans-Collas, Ilona;Quéruel, Danielle;1
2972;Bars, Fabienne Le;Hans-Collas, Ilona;1
2970;Hanotin, Guillaume;Picco, Dominique;1
2969;Campbell, Mungo;Pearce, Nick;1
2968;Campbell, Mungo;Hancock, E. Geoffrey;1
2967;Hancock, E. Geoffrey;Pearce, Nick;1
2966;Hamraoui, Éric;Rey, Anne-Lise;1
2965;Hamon, Philippe;Roger-Vasselin, Denis;1
2964;Hamon, Philippe;Laurent, Catherine;1
2962;Hammond, Mary;Rose, Jonathan;1
2961;Hambridge, Katherine;Hicks, Jonathan;1
2960;Halsey, Katie;Slinn, Jane;1
3226;Jarosz, Krzysztof;Warmuzinska, Joanna;1
3227;Szatanik, Zuzanna;Warmuzinska, Joanna;1
3228;Brygoo, Édouard-Raoul;Jaussaud, Philippe;1
3520;Lemesle, Bruno;Nassiet, Michel;1
3527;Padiou, Nicolas;de l’Estoile, Laurence;1
3526;Padiou, Nicolas;la collaboration de Markus Dauss, avec;1
3525;de l’Estoile, Laurence;la collaboration de Markus Dauss, avec;1
3524;Leniaud, Jean-Michel;Padiou, Nicolas;1
3523;Leniaud, Jean-Michel;de l’Estoile, Laurence;1
3522;Leniaud, Jean-Michel;la collaboration de Markus Dauss, avec;1
3521;Lemoine, Annnick;de Saint-Léger, Sixtine;1
3519;Lembcke, Olivier W.;Weber, Florian;1
3509;Lee Hyde, Melissa;Scott, Katie;1
3518;Lembcke, Oliver W.;Weber, Florian;1
3517;Lemaire, Jacques Ch.;Révauger, Cécile;1
3515;Blanchard, Shaun;Lehner, Ulrich L.;1
3514;Legrand, Raphaëlle;Trotier, Rémy-Michel;1
3513;Flores, Jorge;Županov, Ines G.;1
3512;Flores, Jorge;Lefèvre, Corinne;1
3511;Lefèvre, Corinne;Županov, Ines G.;1
3528;Lenne-Cornuez, Johanna;Spector, Céline;1
3529;Lenoir, Frédéric;de Tonnac, Jean-Philippe;1
3530;Leoni, Sylviane;Ouellet, Réal;1
3531;Lepetit, Bernard;Topalov, Christian;1
3551;Leuwers, Hervé;Salas, Denis;1
3550;Leuwers, Hervé;Martin, Virginie;1
3549;Jessenne, Jean-Pierre;la collaboration de Jacques Bernet, avec;1
3548;Leuwers, Hervé;la collaboration de Jacques Bernet, avec;1
3547;Magnusson, Carl;Marquaille, Léonie;1
3546;Lett, Matthieu;Marquaille, Léonie;1
3545;Lett, Matthieu;Magnusson, Carl;1
3539;Guibert, Jean-Sébastien;Lesueur, Boris;1
3538;Gomez-Géraud, Marie-Christine;Lestringant, Frank;1
3537;Sellier, Philippe;la collaboration de Jean Mesnard, avec;1
3536;McKenna, Antony;Sellier, Philippe;1
3535;McKenna, Antony;la collaboration de Jean Mesnard, avec;1
3534;Lesaulnier, Jean;Sellier, Philippe;1
3533;Lesaulnier, Jean;la collaboration de Jean Mesnard, avec;1
3532;Lesaulnier, Jean;McKenna, Antony;1
3510;Boixareu, Mercè;Lefere, Robin;1
3503;Leddy, Neven;Lifschitz, Avi S.;1
3553;Lewis, G. Malcolm;Woodward, David;1
3467;Le Blanc, Judith;Schneider, Herbert;1
3477;Le Bot, Florent;Perrin, Cédric;1
3475;Le Borgne, Françoise;Vuillemin, Nathalie;1
3474;Le Borgne, Françoise;Parsis-Barubé, Odile;1
3473;Le Borgne, Françoise;Platelle, Fanny;1
3471;Le Bon, Laurent;Mauriès, Patrick;1
3469;Le Blanc, Judith;Schang-Norbelly, Marie-Cécile;1
3468;Le Blanc, Judith;Legrand, Raphaëlle;1
3466;Le Blanc, Charles;Simonutti, Luisa;1
3500;Lecercle, François;Navaud, Guillaume;1
3465;Gabaude, Florent;Schober, Angelika;1
3464;Gabaude, Florent;Le Berre, Aline;1
3463;Le Berre, Aline;Schober, Angelika;1
3462;Lawrence, Christopher;Macdonald, Fiona A.;1
3461;Murcia, Claude;Salado, Régis;1
3460;Lavocat, Françoise;Salado, Régis;1
3459;Lavocat, Françoise;Murcia, Claude;1
3478;Le Bouëdec, Gérard;Nicolas, Brigitte;1
3479;Le Gac, Julie;Virgili, Fabrice;1
3480;Le Goff, Jacques;Rémond, René;1
3481;Le Moel, Michel;la collaboration de Sophie Descat, avec;1
3499;Carrenza, Brenda;Suarez, Ana Lourdes;1
3498;Carrenza, Brenda;Lecaroz, Véronique;1
3497;Lecaroz, Véronique;Suarez, Ana Lourdes;1
3493;Lebeurre, Alexia;Ollagnier, Claire;1
3492;Ebeling, Jörg;Leben, Ulrich;1
3491;Le Roy Ladurie, Emmanuel;Sermain, Jean-Paul;1
3490;Berchtold, Jacques;Le Roy Ladurie, Emmanuel;1
3489;Le Roux, Nicolas;Wrede, Martin;1
3488;Le Quinio, Alexis;Santolini, Thierry;1
3487;Loiseau, Jérôme;Rauwel, Alain;1
3486;Le Page, Dominique;Rauwel, Alain;1
3485;Le Page, Dominique;Loiseau, Jérôme;1
3484;Brünig, Andrea;Pergoux-Baeza, Catherine;1
3483;Le Nan, Frédérique;Pergoux-Baeza, Catherine;1
3482;Brünig, Andrea;Le Nan, Frédérique;1
3552;Martin, Virginie;Salas, Denis;1
3554;Liauzu, Claude;Manceron, Gilles;1
3456;Desmartis, Marie;Mayor, Grégoire;1
3616;Landes, Joan B.;Lunger Knoppers, Laura;1
3641;Weishaupt, Matthias;Zelle, Carsten;1
3640;Lütteken, Anett;Zelle, Carsten;1
3639;Lütteken, Anett;Weishaupt, Matthias;1
3620;Lüsebrink, Hans-Jürgen;Tietz, Manfred;1
3619;Lüsebrink, Hans-Jürgen;Popkin, Jeremy D.;1
3618;Lüsebrink, Hans-Jürgen;Strugnell, Anthony;1
3617;Burlot, Delphine Morana;Lurin, Emmanuel;1
3615;Delon, Michel;Lund, Hans Peter;1
3602;Gilet, Annie;Lourme, Véronique Gilles Bertrand;1
3614;Briat-Philippe, Magali;Luijten, Ger;1
3612;Luc, Jean-Noël;Médard, Frédéric;1
3610;Louvay-Mozolay, Bénedicte;Marcg, Florence;1
3607;Louth, Charlie;McGuinness, Patrick;1
3606;Bulte, Benjamin;Gilet, Annie;1
3605;Bulte, Benjamin;Royo, Manuel;1
3604;Gilet, Annie;Royo, Manuel;1
3642;Lynch, Jack;McDermott, Anne;1
3643;Korshin, Paul. J.;Lynch, Jack;1
3644;Lyons, John D.;Wine, Kathleen;1
3651;Maia Neto, J.R.;Paganini, G.;1
3668;Manning, Patrick;Rood, Daniel;1
3667;Ogée, Frédéric;Wagner, Peter;1
3666;Mankin, Robert;Wagner, Peter;1
3665;Mankin, Robert;Ogée, Frédéric;1
3664;Malino, Frances;Sorkin, David;1
3663;Cottenet-Hage, Madeleine;Makward, Christiane;1
3662;Makdisi, Saree;Nussbaum, Felicty;1
3661;Maitte, Corine;Terrier, Didier;1
3658;Corbellari, Alain;Maillet, Fanny;1
3657;Mazauric, C.;Walter, É.;1
3656;Maillard, A.;Walter, É.;1
3655;Maillard, A.;Mazauric, C.;1
3654;Mailhot, Laurent;Nepveu, Pierre;1
3653;Laursen, J.Ch.;Paganini, G.;1
3652;Laursen, J.Ch.;Maia Neto, J.R.;1
3603;Bulte, Benjamin;Lourme, Véronique Gilles Bertrand;1
3601;Lourme, Véronique Gilles Bertrand;Royo, Manuel;1
3555;Lifschitz, Avi;Squire, Michael;1
3569;Lins, F.;Moreira, L.;1
3576;Bouhaïk-Gironès, Marie;Lochert, Véronique;1
3575;Lochert, Véronique;Thouret, Clotilde;1
3574;Lloyd, Rosemary;Nelson, Brian;1
3573;Lucassen, Jan;Soly, Hugo;1
3572;Lis, Catharina;Soly, Hugo;1
3571;Lis, Catharina;Lucassen, Jan;1
3570;Meira, M.;Moreira, L.;1
3568;Lins, F.;Meira, M.;1
3600;Louder, Dean;Waddell, Éric;1
3564;Guennoc, Jean-François;Linon-Chipon, Sophie;1
3563;Linon-Chipon, Sophie;Vaj, Daniela;1
3562;Lindheim, Ralph;Luckyj, George S.N.;1
3561;Dana, Katherine;Égasse, Benjamin;1
3560;Dana, Katherine;Linarès, Sylviane;1
3559;Linarès, Sylviane;Égasse, Benjamin;1
3557;Boitel, Isaure;Lignereux, Yann;1
3577;Candiard, Céline;Lochert, Véronique;1
3578;Fabien Cavaillé, Jeanne-Marie Hostiou;Lochert, Véronique;1
3579;Lochert, Véronique;Traversier, Mélanie;1
3580;Bouhaïk-Gironès, Marie;Candiard, Céline;1
3598;Lotterie, Florence;Poisson, Guillaume;1
3597;Lotterie, Florence;McMahon, Darrin M.;1
3596;Goy, Joseph;Head-König, Anne-Lise;1
3595;Goy, Joseph;Lorenzetti, Luigi;1
3594;Head-König, Anne-Lise;Lorenzetti, Luigi;1
3593;Lorcin, Patricia M.E.;Shepard, Todd;1
3592;Lopes de Barros, Maria Filomena;Montalvo, José Hinojosa;1
3591;Chambert-Loir, Henri;la collaboration de Catherine Champion, avec;1
3590;Chambert-Loir, Henri;Lombard, Denys;1
3589;Lombard, Denys;la collaboration de Catherine Champion, avec;1
3585;Fabien Cavaillé, Jeanne-Marie Hostiou;Traversier, Mélanie;1
3584;Candiard, Céline;Traversier, Mélanie;1
3583;Candiard, Céline;Fabien Cavaillé, Jeanne-Marie Hostiou;1
3582;Bouhaïk-Gironès, Marie;Traversier, Mélanie;1
3581;Bouhaïk-Gironès, Marie;Fabien Cavaillé, Jeanne-Marie Hostiou;1
3457;Lavocat, Françoise;Lecercle, François;1
3455;Desmartis, Marie;Laville, Yann;1
3229;Jeanneney, Jean-Noël;Kauffmann, Grégoire;1
3293;Kafker, Frank A.;Loveland, Jeff;1
3300;Kaplan Zvi, Jonathan;Malinovich, Nadia;1
3299;Bynum, W.;Kalof, L.;1
3298;Kaiser, Thomas E.;Kley, Dale Van;1
3297;Kaiser, Gerhard R.;Müller, Olaf;1
3296;Laux, James;Levy, Darlene Gay;1
3295;Kafker, Frank A.;Levy, Darlene Gay;1
3294;Kafker, Frank A.;Laux, James;1
